description,Beilagensalat,Regio Apfel,type,diet,mensa,image_path
Aglio spaghetti with sun‑dried tomatoes,no,no,Quick plate,Vegan,Mensa Institutsviertel,images/2024-12-11/mensa-institutsviertel_schneller-teller.jpg
"Thick‑cut fries with chilli con carne, garlic oil, chilli oil and grated mozzarella",no,no,Weekly special,Non-vegetarian,Mensa Institutsviertel,images/2024-12-11/mensa-institutsviertel_wochenangebot.jpg
Bernese‑style minced steak with pepper cream sauce; mashed potatoes; carrot‑pea vegetables,no,no,Meal 2,Non-vegetarian,Mensa Institutsviertel,images/2024-12-09/mensa-institutsviertel_essen-2.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-12-09/mensa-institutsviertel_essen-3.jpg
"Thick‑cut fries with chilli con carne, garlic oil, chilli oil and grated mozzarella",no,no,Weekly special,Non-vegetarian,Mensa Institutsviertel,images/2024-12-09/mensa-institutsviertel_wochenangebot.jpg
Texas skillet with soy strips and red beans; paprika dip; country potatoes,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2024-12-07/mensa-rempartstrae_essen-1.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2024-12-06/mensa-rempartstrae_wochenangebot.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-12-06/mensa-institutsviertel_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2024-12-06/mensa-littenweiler_wochenangebot.jpg
Vegetable gnocchi pan with pink sauce; sheep’s cheese topping,no,no,Meal 2,Vegetarian,Mensa Rempartstrae,images/2024-12-05/mensa-rempartstrae_essen-2.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2024-12-05/mensa-rempartstrae_wochenangebot.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-12-05/mensa-institutsviertel_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2024-12-05/mensa-littenweiler_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2024-12-04/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-12-04/mensa-institutsviertel_essen-3.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-12-04/mensa-institutsviertel_wochenangebot.jpg
Potato pancakes with pea guacamole; herb yoghurt dip,no,no,Dinner 1,Vegetarian,Mensa Institutsviertel,images/2024-12-04/mensa-institutsviertel_abendessen-1.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2024-12-04/mensa-littenweiler_wochenangebot.jpg
Soy gyros; tzatziki; vegetable rice; carrot coleslaw,no,no,Daily dish,Vegan on request,Mensa Rempartstrae,images/2024-12-03/mensa-rempartstrae_tagesgericht.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2024-12-03/mensa-rempartstrae_wochenangebot.jpg
Vegetable Swabian dumplings baked with tomato and mozzarella; fried onions; rissolé potatoes,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2024-12-03/mensa-institutsviertel_essen-1.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-12-03/mensa-institutsviertel_essen-3.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-12-03/mensa-institutsviertel_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2024-12-03/mensa-littenweiler_wochenangebot.jpg
Pan of potato dumplings and vegetables; cream sauce; leafy salad,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2024-12-02/mensa-rempartstrae_tagesgericht.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2024-12-02/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-12-02/mensa-institutsviertel_essen-3.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-12-02/mensa-institutsviertel_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2024-12-02/mensa-littenweiler_wochenangebot.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-11-29/mensa-institutsviertel_wochenangebot.jpg
Thick‑cut fries with surprise topping,no,no,Dinner 1,Vegetarian,Mensa Institutsviertel,images/2024-11-29/mensa-institutsviertel_abendessen-1.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-11-28/mensa-institutsviertel_wochenangebot.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-11-27/mensa-institutsviertel_essen-3.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-11-27/mensa-institutsviertel_wochenangebot.jpg
Apple strudel with vanilla sauce and sour‑cherry compote,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2024-11-26/mensa-institutsviertel_essen-1.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-11-26/mensa-institutsviertel_essen-3.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-11-26/mensa-institutsviertel_wochenangebot.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-11-25/mensa-institutsviertel_essen-3.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-11-25/mensa-institutsviertel_wochenangebot.jpg
Crispy chicken schnitzel with tomato sauce; fusilli,no,no,Meal 2,Non-vegetarian,Mensa Rempartstrae,images/2024-11-23/mensa-rempartstrae_essen-2.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2024-11-22/mensa-rempartstrae_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-11-22/mensa-institutsviertel_wochenangebot.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2024-11-22/mensa-littenweiler_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2024-11-21/mensa-rempartstrae_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-11-21/mensa-institutsviertel_wochenangebot.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2024-11-21/mensa-littenweiler_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2024-11-20/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-11-20/mensa-institutsviertel_essen-3.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-11-20/mensa-institutsviertel_wochenangebot.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2024-11-20/mensa-littenweiler_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2024-11-19/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-11-19/mensa-institutsviertel_essen-3.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-11-19/mensa-institutsviertel_wochenangebot.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2024-11-19/mensa-littenweiler_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2024-11-18/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-11-18/mensa-institutsviertel_essen-3.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-11-18/mensa-institutsviertel_wochenangebot.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2024-11-18/mensa-littenweiler_wochenangebot.jpg
Soy gyros; tzatziki; vegetable rice; carrot coleslaw,no,no,Meal 1,Vegan on request,Mensa Rempartstrae,images/2024-11-16/mensa-rempartstrae_essen-1.jpg
"Thick‑cut fries with chilli con carne, garlic oil, chilli oil and grated mozzarella",no,no,Weekly special,Non-vegetarian,Mensa Institutsviertel,images/2024-11-15/mensa-institutsviertel_wochenangebot.jpg
Swiss‑chard and lentil curry with lemon leaves; basmati rice; naan bread,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2024-11-14/mensa-rempartstrae_essen-1.jpg
Poultry pan gyros; yoghurt‑cucumber dip; French fries; white‑cabbage carrot salad,no,no,Meal 2,Non-vegetarian,Mensa Institutsviertel,images/2024-11-14/mensa-institutsviertel_essen-2.jpg
"Organic millet salad with vegetables, pumpkin seeds and cranberries; curry dip; flatbread",no,no,Quick plate,Vegan,Mensa Institutsviertel,images/2024-11-14/mensa-institutsviertel_schneller-teller.jpg
"Thick‑cut fries with chilli con carne, garlic oil, chilli oil and grated mozzarella",no,no,Weekly special,Non-vegetarian,Mensa Institutsviertel,images/2024-11-14/mensa-institutsviertel_wochenangebot.jpg
Aglio spaghetti with sun‑dried tomatoes,no,no,Quick plate,Vegan,Mensa Littenweiler,images/2024-11-14/mensa-littenweiler_schneller-teller.jpg
"Pasta “Tonno” with vegan tuna, tomatoes, vegetables and olives",no,no,Daily dish,Vegan,Mensa Rempartstrae,images/2024-11-13/mensa-rempartstrae_tagesgericht.jpg
Texas skillet with soy strips and red beans; paprika dip; country potatoes,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2024-11-12/mensa-rempartstrae_essen-1.jpg
Spaghetti with wheat‑vegetable Bolognese,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2024-11-12/mensa-institutsviertel_essen-1.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-11-12/mensa-institutsviertel_essen-3.jpg
"Thick‑cut fries with chilli con carne, garlic oil, chilli oil and grated mozzarella",no,no,Weekly special,Non-vegetarian,Mensa Institutsviertel,images/2024-11-12/mensa-institutsviertel_wochenangebot.jpg
Vegetarian sliced “meat” in creamy mushroom sauce; potato rösti; colourful pan‑fried vegetables,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2024-11-11/mensa-rempartstrae_essen-1.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-11-11/mensa-institutsviertel_essen-3.jpg
"Thick‑cut fries with chilli con carne, garlic oil, chilli oil and grated mozzarella",no,no,Weekly special,Non-vegetarian,Mensa Institutsviertel,images/2024-11-11/mensa-institutsviertel_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2024-11-08/mensa-rempartstrae_wochenangebot.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-11-08/mensa-institutsviertel_wochenangebot.jpg
Samosa – filled pastry pockets; hoisin sauce; basmati rice; spinach leaves,no,no,Meal 1,Vegan,Mensa Littenweiler,images/2024-11-08/mensa-littenweiler_essen-1.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2024-11-08/mensa-littenweiler_wochenangebot.jpg
Soy gyros; tzatziki; vegetable rice; carrot coleslaw,no,no,Meal 1,Vegan on request,Mensa Rempartstrae,images/2024-11-07/mensa-rempartstrae_essen-1.jpg
Vegetable gnocchi pan with pink sauce; sheep’s cheese topping,no,no,Meal 2,Vegetarian,Mensa Rempartstrae,images/2024-11-07/mensa-rempartstrae_essen-2.jpg
"Halloumi bowl with black lentils, beetroot dip, cucumber, papadam, tomato, olive, lemon bulgur and spicy onions",no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2024-11-07/mensa-rempartstrae_tagesgericht.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2024-11-07/mensa-rempartstrae_wochenangebot.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-11-07/mensa-institutsviertel_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2024-11-07/mensa-littenweiler_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2024-11-06/mensa-rempartstrae_wochenangebot.jpg
Pan of potato dumplings and vegetables with white sauce; pesto,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2024-11-06/mensa-institutsviertel_essen-1.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-11-06/mensa-institutsviertel_essen-3.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-11-06/mensa-institutsviertel_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2024-11-06/mensa-littenweiler_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2024-11-05/mensa-rempartstrae_wochenangebot.jpg
Kaiserschmarrn (shredded pancake) with apple sauce,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2024-11-05/mensa-institutsviertel_essen-1.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-11-05/mensa-institutsviertel_essen-3.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-11-05/mensa-institutsviertel_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2024-11-05/mensa-littenweiler_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2024-11-04/mensa-rempartstrae_wochenangebot.jpg
Texas skillet with soy strips and red beans; paprika dip; country potatoes,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2024-11-04/mensa-institutsviertel_essen-1.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-11-04/mensa-institutsviertel_essen-3.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-11-04/mensa-institutsviertel_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2024-11-04/mensa-littenweiler_wochenangebot.jpg
Texas skillet with soy strips and red beans; paprika dip; country potatoes,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2024-11-02/mensa-rempartstrae_essen-1.jpg
Superfood salad with organic smoked tofu,no,no,Quick plate,Vegan,Mensa Institutsviertel,images/2024-10-31/mensa-institutsviertel_schneller-teller.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-10-31/mensa-institutsviertel_wochenangebot.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-10-30/mensa-institutsviertel_essen-3.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-10-30/mensa-institutsviertel_wochenangebot.jpg
Soy gyros; tzatziki; vegetable rice; carrot coleslaw,no,no,Daily dish,Vegan on request,Mensa Rempartstrae,images/2024-10-29/mensa-rempartstrae_tagesgericht.jpg
"Mixed salad with tomato, mozzarella and basil; baguette",no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2024-10-29/mensa-institutsviertel_essen-1.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-10-29/mensa-institutsviertel_essen-3.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-10-29/mensa-institutsviertel_wochenangebot.jpg
Pan of potato dumplings and vegetables; cream sauce; leafy salad,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2024-10-28/mensa-rempartstrae_tagesgericht.jpg
"Lemon‑herb noodles with tomatoes, rocket and basil; organic smoked tofu; tomato sugo; parsley pesto",no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2024-10-28/mensa-institutsviertel_essen-1.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-10-28/mensa-institutsviertel_essen-3.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-10-28/mensa-institutsviertel_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-10-25/mensa-institutsviertel_wochenangebot.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2024-10-25/mensa-littenweiler_wochenangebot.jpg
Vegetable Swabian dumplings baked with tomato and mozzarella; fried onions; rissolé potatoes,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2024-10-24/mensa-institutsviertel_essen-1.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-10-24/mensa-institutsviertel_wochenangebot.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2024-10-24/mensa-littenweiler_wochenangebot.jpg
"Lemon‑herb noodles with tomatoes, rocket and basil; organic smoked tofu; tomato sugo; parsley pesto",no,no,Meal 2,Vegan,Mensa Institutsviertel,images/2024-10-23/mensa-institutsviertel_essen-2.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-10-23/mensa-institutsviertel_essen-3.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-10-23/mensa-institutsviertel_wochenangebot.jpg
Potato pancakes with pea guacamole; herb yoghurt dip,no,no,Dinner 1,Vegetarian,Mensa Institutsviertel,images/2024-10-23/mensa-institutsviertel_abendessen-1.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2024-10-23/mensa-littenweiler_wochenangebot.jpg
Greek farmer’s salad with feta cheese; seeded baguette,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2024-10-22/mensa-institutsviertel_essen-1.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-10-22/mensa-institutsviertel_essen-3.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-10-22/mensa-institutsviertel_wochenangebot.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2024-10-22/mensa-littenweiler_wochenangebot.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-10-21/mensa-institutsviertel_essen-3.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-10-21/mensa-institutsviertel_wochenangebot.jpg
Crispy chicken schnitzel with tomato sauce; fusilli,no,no,Meal 2,Non-vegetarian,Mensa Rempartstrae,images/2024-10-19/mensa-rempartstrae_essen-2.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2024-10-18/mensa-rempartstrae_wochenangebot.jpg
"Thick‑cut fries with chilli con carne, garlic oil, chilli oil and grated mozzarella",no,no,Weekly special,Non-vegetarian,Mensa Institutsviertel,images/2024-10-18/mensa-institutsviertel_wochenangebot.jpg
Thick‑cut fries with surprise topping,no,no,Dinner 1,Vegetarian,Mensa Institutsviertel,images/2024-10-18/mensa-institutsviertel_abendessen-1.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2024-10-17/mensa-rempartstrae_wochenangebot.jpg
"Thick‑cut fries with chilli con carne, garlic oil, chilli oil and grated mozzarella",no,no,Weekly special,Non-vegetarian,Mensa Institutsviertel,images/2024-10-17/mensa-institutsviertel_wochenangebot.jpg
Vegetable‑filled cannelloni with cheese crust; tomato sauce; herb pesto,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2024-10-16/mensa-rempartstrae_essen-1.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2024-10-16/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-10-16/mensa-institutsviertel_essen-3.jpg
"Thick‑cut fries with chilli con carne, garlic oil, chilli oil and grated mozzarella",no,no,Weekly special,Non-vegetarian,Mensa Institutsviertel,images/2024-10-16/mensa-institutsviertel_wochenangebot.jpg
Vegetable‑filled cannelloni with cheese crust; tomato sauce; herb pesto,no,no,Meal 1,Vegetarian,Mensa Littenweiler,images/2024-10-16/mensa-littenweiler_essen-1.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2024-10-15/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-10-15/mensa-institutsviertel_essen-3.jpg
"Thick‑cut fries with chilli con carne, garlic oil, chilli oil and grated mozzarella",no,no,Weekly special,Non-vegetarian,Mensa Institutsviertel,images/2024-10-15/mensa-institutsviertel_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2024-10-14/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-10-14/mensa-institutsviertel_essen-3.jpg
"Thick‑cut fries with chilli con carne, garlic oil, chilli oil and grated mozzarella",no,no,Weekly special,Non-vegetarian,Mensa Institutsviertel,images/2024-10-14/mensa-institutsviertel_wochenangebot.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-10-11/mensa-institutsviertel_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2024-10-11/mensa-littenweiler_wochenangebot.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-10-10/mensa-institutsviertel_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2024-10-10/mensa-littenweiler_wochenangebot.jpg
"Pasta “Tonno” with vegan tuna, tomatoes, vegetables and olives",no,no,Daily dish,Vegan,Mensa Rempartstrae,images/2024-10-09/mensa-rempartstrae_tagesgericht.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-10-09/mensa-institutsviertel_essen-3.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-10-09/mensa-institutsviertel_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2024-10-09/mensa-littenweiler_wochenangebot.jpg
Texas skillet with soy strips and red beans; paprika dip; country potatoes,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2024-10-08/mensa-rempartstrae_essen-1.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-10-08/mensa-institutsviertel_essen-3.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2024-10-08/mensa-institutsviertel_wochenangebot.jpg
Swiss‑chard and lentil curry with lemon leaves; basmati rice; naan bread,no,no,Meal 2,Vegan,Mensa Littenweiler,images/2024-10-08/mensa-littenweiler_essen-2.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2024-10-08/mensa-littenweiler_wochenangebot.jpg
Vegetarian sliced “meat” in creamy mushroom sauce; potato rösti; colourful pan‑fried vegetables,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2024-10-07/mensa-rempartstrae_essen-1.jpg
